id,chord_progression,release_date,genre,chord_length
20857,<verse_1> G D Emin7 G D Emin7 G D Emin7 E7 Amaj7 <verse_2> G D Emin7 G D Emin7 G D Emin7 E7 Amaj7 Emin7 D Gminadd13 Gsdim7 Gmin7 D Fdim7 Emin7 D G Emin7 D Amaj7 <chorus_1> G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 <verse_3> G D Emin7 G D Emin7 G D Emin7 E7 Amaj7 Emin7 D Gminadd13 Gsdim7 Gmin7 D Fdim7 Emin7 D G Emin7 D Amaj7 <chorus_2> G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 <chorus_3> G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 <outro_1> G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7 G D Emin7 G D Emin7 Asus4 Bmin A Dsus4 Amaj7,2022-09-29,pop_rock,220
21344,<chorus_1> A Csmin D A Csmin D A Csmin D A Csmin D <interlude_1> A Csmin D A Csmin D A Csmin D A D E A Fsmin F <verse_1> A Fsmin F A Fsmin F A Fsmin F A Fsmin F A Fsmin F A Fsmin F A Fsmin F <chorus_2> A Csmin D A Csmin D A Csmin D A Csmin D <interlude_2> A Csmin D A Fsmin F <verse_2> A Fsmin F A Fsmin F A Fsmin F A Fsmin F A Fsmin F A Fsmin F A Fsmin F <chorus_3> A Csmin D A Csmin D A Csmin D A Csmin D A Csmin D A Csmin D A Csmin D A Csmin D <interlude_3> A Csmin D <bridge_1> E A Csmin B E A Csmin B E A Csmin B E A Csmin B E A Csmin B E A Csmin B E A Csmin B A Csmin D A Csmin D A Csmin D A <chorus_4> Csmin D A Csmin D A Csmin D A Csmin D A Csmin D A Csmin D A Csmin D A Csmin D <outro_1> A Csmin D A Csmin D A Csmin D A,2022-06-18,punk,196
21541,<intro_1> A E Csmin B A E B <verse_1> A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B <bridge_1> A E Csmin B A E B <chorus_1> A E Csmin B A E Csmin B A E Csmin B A E Csmin B <verse_2> A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B E Csmin B A E Csmin A <bridge_2> E Csmin B A E B <chorus_2> A E Csmin B A E Csmin B A E Csmin B A E Csmin B <bridge_3> Fsmin A Csmin B Fsmin A Csmin B Fsmin A Csmin B Fsmin A Csmin B <chorus_3> A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B,2022-08-25,rap,172
21692,<intro_1> Dmin F Dmin F Dmin C Bb Amin Gmin F Dmin F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin <verse_1> F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin <chorus_1> F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin <verse_2> F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin <chorus_2> F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin <bridge_1> F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C <chorus_3> Emin Dmin F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin <outro_1> F C Bb Amin Dmin F C Emin Dmin F C Bb Amin Dmin F C Emin Dmin,2008-09-23,pop,235
21996,<intro_1> C C Amin7 Amin7 C C Amin7 Amin7 <verse_1> C C Amin7 Amin7 F G7 C C Amin7 Amin7 F G7 F C E7 Amin Amin D7 G Gadd13 G7 Gadd13 G <chorus_1> Aminadd9 G7 Aminadd9 G7 Aminadd9 G7 C C Amin7 Amin7 <verse_2> C C Amin7 Amin7 F G7 C C Amin7 Amin7 F G7 F C E7 Amin Amin D7 G Gadd13 G7 Gadd13 G <verse_3> C C Amin7 Amin7 F G7 C C Amin7 Amin7 F G7 F C E7 Amin Amin D7 G Gadd13 G7 Gadd13 G <chorus_2> Aminadd9 G7 Aminadd9 G7 Aminadd9 G7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 <verse_4> C C Amin7 Amin7 F G7 C C Amin7 Amin7 F G7 F C E7 Amin Amin D7 G Gadd13 G7 Gadd13 G <verse_5> C C Amin7 Amin7 F G7 C C Amin7 Amin7 F G7 F C E7 Amin Amin D7 G Gadd13 G7 Gadd13 G <chorus_3> Aminadd9 G7 Aminadd9 G7 Aminadd9 G7 C C Amin7 Amin7 F G7 C C Amin7 Amin7 F G7 F C E7 Amin Amin D7 G Gadd13 G7 Gadd13 G Aminadd9 G7 Aminadd9 G7 Aminadd9 G7 C C Amin7 Amin7 C C Amin7 Amin7 C C Amin7 Amin7 <outro_1> C C Amin7 Amin7 F G7 C,1972,rock,287
23698,<intro_1> Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 <verse_1> Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 D Emin7 D Emin7 D Emin7 D C <chorus_1> G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 D Emin7 D Emin7 D Emin7 D C <instrumental_1> Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 <verse_2> Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 D Emin7 D Emin7 D Emin7 D C <chorus_2> G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 D Emin7 D Emin7 D Emin7 D C <bridge_1> D Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 Emin7 Dsus4 Cadd9 <chorus_3> G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 D Emin7 D Emin7 Bmin Cadd9 D C <verse_3> G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 Cadd9 G D Emin7 G D Emin7 G D Emin7 G D <intro_2> Gsmin Fs E Gsmin Fs E Gsmin Fs E Gsmin Fs E Gsmin Fs E <verse_4> Gsmin Fs E Gsmin Fs E Gsmin Fs E Gsmin Fs E Gsmin Fs E Gsmin Fs E Gsmin Fs E Gsmin Fs E Fs Gsmin Fs Gsmin Fs Gsmin Fs E <chorus_4> B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E Fs Gsmin Fs Gsmin Fs Gsmin Fs E <instrumental_2> Gsmin Fs E Gsmin Fs E <verse_5> Gsmin Fs E Gsmin Fs E Gsmin Fs E Gsmin Fs E Fs Gsmin Fs Gsmin Fs Gsmin Fs E <chorus_5> B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E Fs Gsmin Fs Gsmin Fs Gsmin Fs E <bridge_2> Fs Gsmin Fs E Gsmin Fs E Gsmin Fs E Gsmin Fs E <chorus_6> B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E Fs Gsmin Fs Gsmin Dsmin E Fs Gsmin <verse_6> B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E B Fs Gsmin E B Fs Gsmin B Fs Gsmin B Fs Gsmin B Fs,2006-10-23,rock,420
23884,<intro_1> C G Amin F C G Amin <verse_1> F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F <chorus_1> C G Amin F C F C F C G Amin F C F C <verse_2> F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F <bridge_1> C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F <chorus_2> C G Amin F C F C F C G Amin F C F C <verse_3> F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F C G Amin F <chorus_3> C G Amin F C F C F C G Amin F C F C <outro_1> G C G Amin F C G Amin F,1996-02-13,rap,201
24811,<intro_1> Bmin G Emin Bmin Bminadd9 Bmin Bminadd9 Bmin G Gmaj911s G Emin Eminadd13 Emin7 <verse_1> Emin Eminadd13 Emin7 Emin Eminadd13 Emin7 Bmin Bminadd9 Bmin Emin Eminadd13 Emin7 Emin Eminadd13 Emin7 A Asus4 Emin Eminadd13 Emin7 Emin Eminadd13 Emin7 Bmin Bminadd9 Bmin E G Bmin Bminadd9 Bmin <verse_2> Emin Eminadd13 Emin7 Emin Eminadd13 Emin7 Bmin Bminadd9 Bmin Emin Eminadd13 Emin7 Emin Eminadd13 Emin7 A Asus4 Emin Eminadd13 Emin7 Emin Eminadd13 Emin7 Bmin Bminadd9 Bmin E G Bmin Bminadd9 Bmin <bridge_1> A D A Gmaj7 A D A Gmaj7 A Bmin <instrumental_1> G D Bmin D Bmin D Bmin A Gmaj7 Bmin G A Bmin A Emin <verse_3> Eminadd13 Emin7 Emin Eminadd13 Emin7 Bmin Bminadd9 Bmin Emin Eminadd13 Emin7 Emin Eminadd13 Emin7 A Asus4 Emin Eminadd13 Emin7 Emin Eminadd13 Emin7 Bmin Bminadd9 Bmin E G Bmin Bminadd9 Bmin <verse_4> Emin Eminadd13 Emin7 Emin Eminadd13 Emin7 Bmin Bminadd9 Bmin Emin Eminadd13 Emin7 Emin Eminadd13 Emin7 A Asus4 Emin Eminadd13 Emin7 Emin Eminadd13 Emin7 Bmin Bminadd9 Bmin E G Bmin Bminadd9 Bmin <bridge_2> A D A Gmaj7 A D A Gmaj7 A Bmin <instrumental_2> G D Bmin D Bmin D Bmin A Gmaj7 Bmin G A G A Emin <verse_5> Bmin Emin A Emin Bmin E G Bmin Bminadd9 Bmin E G Bmin Bminadd9 Bmin E G Bmin Bminadd9 Bmin,2001-03-27,country,217
25633,<intro_1> B Emin B Emin B A B A B A B A <verse_1> B A B A B A B A B A B A B A B A <interlude_1> D Fs D Fsmin B A B A D Fsmin D Fsmin <verse_2> B A B A B A B A B A B A B A B A <interlude_2> D Fs D Fsmin <chorus_1> B A E B A E <interlude_3> B A B A B A B A B A B A B A B A <verse_3> B A B A B A B A B A B A B A B A <interlude_4> D Fs D Fsmin B A B A D Fsmin D Fsmin <verse_4> B A B A B A B A B A B A B A B A <interlude_5> D Fs D Fsmin <chorus_2> B A E B A E <interlude_6> B A B A B A B A B A B A B A B A <chorus_3> B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B <outro_1> A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A B A,2012-07-06,pop,249
25692,<intro_1> C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C <verse_1> E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G <chorus_1> C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C <verse_2> E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G <chorus_2> C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G <bridge_1> Eb Bb Eb Bb <solo_1> C E C Bb G C E C Bb G C E C Bb G C E C Bb G C G C <verse_3> G C G C G C G C G C G C <chorus_3> E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb G C E C Bb C,2022-10-07,metal,287
25825,<intro_1> Fsmin D A E Fsmin D A E <verse_1> Fsmin D A Fsmin D A Asus2 A Fsmin D A Asus2 Fsmin D A E <chorus_1> Fsmin D A E Fsmin D A E Fsmin <bridge_1> D A E Fsmin <instrumental_1> D A E Fsmin D A E Fsmin D A E <verse_2> Fsmin D A E Fsmin D A Asus2 E Fsmin Fsmin7 D A Asus2 E Fsmin D A E <chorus_2> Fsmin D A E Fsmin D A E Fsmin <bridge_2> D A E Fsmin <instrumental_2> D A E Fsmin D A E Fsmin D A E Fsmin D A E <verse_3> Fsmin D A E Fsmin D A E <instrumental_3> D E Fsmin A D E Fsmin A A7 A Fsmin A <outro_1> Fsmin D A E Fsmin D A E Fsmin D Fsmin A D E Fsmin Fsmin7 D A Fsmin E D A,2022-04-29,electronic,149
25862,<intro_1> Emin D C Amin D Emin D C Amin D Emin D C Amin D <chorus_1> Emin D C Amin D Emin D C Amin D Emin D C Amin D Emin D C Amin D <verse_1> Emin D C Amin D Emin D C Amin D Emin D C Amin D Emin D C Amin D <chorus_2> Emin D C Amin D Emin D C Amin D Emin D C Amin D Emin D C Amin D Emin D C Amin D Emin D C Amin D <bridge_1> Emin D C Amin D Emin D C Amin D <chorus_3> Emin D C Amin D Emin D C Amin D Emin D C Amin D Emin D C Amin D Emin D C Amin D Emin D C Amin D Emin <outro_1> D C Amin D Emin D C Amin D,2023-02-01,electronic,142
26049,<intro_1> D G D A D G D A D G D A D G D A D <instrumental_1> G D A D G D A D G D A D G D A D <chorus_1> G D A D G D A D G D A D G D A D <verse_1> A D G D G A D <verse_2> A D G D G A D <chorus_2> G D A D G D A D G D A D G D A D <verse_3> A D G D G A D <verse_4> A D G D G A D <chorus_3> G D A D G D A D G D A D G D A D <instrumental_2> G D A D G D A D G D A D G D A D <verse_5> A D G D G A D <verse_6> A D G D G A D <chorus_4> G D A D G D A D G D A D G D A D <verse_7> A D G D G A D <verse_8> A D G D G A D <chorus_5> G D A D G D A D G D A D G D A D <instrumental_3> G D A D G D A D G D A D G D A D <verse_9> A D G D G A D G D A D G D A D G D A D G D A D G D A D G D A D G D A D G D A D,2019-10-22,rock,258
26301,<intro_1> A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D <verse_1> A E Fsmin D A E Fsmin D <verse_2> A E Fsmin D A E Fsmin D <instrumental_1> A E Fsmin D A E Fsmin D <verse_3> A E Fsmin E D A E Fsmin E D A E Fsmin E D A E Fsmin E D <chorus_1> A E D A E A E D A E A E D A E A E Fsmin D A E Fsmin D <instrumental_1> A E Fsmin D A E Fsmin D <verse_4> A E Fsmin E D A E Fsmin E D A E Fsmin E D A E Fsmin E D <verse_5> A E Fsmin E D A E Fsmin E D A E Fsmin E D <chorus_2> A E D A E A E D A E A E D A E A E Fsmin D A E Fsmin D <instrumental_2> A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D <verse_6> A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D <bridge_1> A E Fsmin D A E Fsmin D A E Fsmin D <instrumental_2> A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D <outro_1> A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin D A,2010-01-12,pop_rock,277
26493,<intro_1> C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D G <verse_1> C G D Emin C G D Emin C G D Emin C G D G C G D Emin C G D Emin C G D Emin C G D <chorus_1> C G D Emin C G D Emin C G D Emin C G D C G D Emin C G D Emin C G D Emin C G D G <verse_2> C G D Emin C G D Emin C G D Emin C G D G C G D Emin C G D G C G D Emin C G D Emin C G D Emin C G D G C G D Emin C G D Emin C G D Emin C G D <chorus_2> C G D Emin C G D Emin C G D Emin C G D C G D Emin C G D Emin C G D Emin C G D G <bridge_1> C G D Emin C G D Emin C G D Emin C G D <chorus_3> C G D Emin C G D Emin C G D Emin C G D <outro_1> C G D Emin C G D Emin C G D Emin C G D G C G D Emin C G D Emin C G D Emin C G D G,2021-03-27,rock,258
26557,<verse_1> A A A A F F F F F F F F E E D D D D D D D D A A A A F F F F F F F F E E D D D D D D D D A A A A A A A A <verse_2> A A A A F F F F F F F F E E D D D D D D D D A A A A F F F F F F F F E E D D D D D D D D A A A A A A A A <interlude_1> A A A A F F F F F F F F E E D D D D D D D D A A A A F F F F F F F F E E D D D D D D D D A A A A A A A A <verse_3> A A A A F F F F F F F F E E D D D D D D D D A A A A F F F F F F F F E E D D D D D D D D A A A A A A A A <outro_1> A A A A F F F F F F F F E E D D D D D D D D A A A A F F F F F F F F E E D D D D D D D D A A A A A A A A A,2022-12-16,punk,266
26628,<intro_1> G C G C G C G C <verse_1> G C G C G C G C Emin D Emin G Amin D G C G C G C G C Emin D Emin G Amin D <chorus_1> C B7 Emin G C B7 Emin G C D Bmin Emin Amin D G <verse_2> C G C G C G C Emin D Emin G Amin D G C G C G C G C Emin D Emin G Amin D <chorus_2> C B7 Emin G C B7 Emin G C D Bmin Emin Amin D Bmin Emin Amin D Gmin7 <bridge_1> Edim7 Ds Dmin7 Cmin Asmaj7 D <verse_3> G C G C G C G C G C G C G C G <chorus_3> C B7 Emin G C B7 Emin G C D Bmin Emin Amin D G C B7 Emin G C B7 Emin G C D Bmin Emin Amin D Bmin Emin Amin,2014-09-02,jazz,158
27440,<intro_1> C G E Amin F G F G <verse_1> F G C C Amin F G C C Amin F G11 G Eb Bb Cmin7 Bb Eb Bb Ab Bb G Cmin7 Eb Ab Eb G Ab Eb Bb Cmin Ab Eb Bb Cmin Ab Eb Db Ab Bbmin Ab Eb Db Eb Ab Eb Db Eb F Bb C Bb C F Bb Dmin Amin Bb C C11 F Bb C Fmin Db Ab C7 Fmin Db Ab C7 E B D A E B D A G A D G A D G A D G A D G A D G D A D G D A D G D A D G D A D G D A D G D A D <interlude_1> C <verse_2> G F C G F C F G7 C F G7 C F G C G Amin F G C <solo_1> Amin F C Amin A E Fsmin E D A Bmin E11 D A Bmin E11 A E Fsmin E D A Bmin E11 D E Cs Cs Fsmin D E Cs Cs Fsmin D E Amin G F Amin G F Amin G E Amin G E Amin E7 Amin E7 Amin E7 Amin E7 C G G C Dmin C G G11 C G G C Dmin C G11 G F G C C Amin F G C C Amin F G11 G <outro_1> C G E Amin F G F G,1985-05-23,pop,246
27455,<intro_1> G C D G Emin C D G G C9 D G Emin7 C9 D G <verse_1> G C9 D G G C9 D G G C9 D G G C9 D G <chorus_1> G C9 D G Emin7 C9 D G G C9 D G Emin7 C9 D G <instrumental_1> G C9 D G Emin7 C9 D G <verse_2> G C9 D G G C9 D G G C9 D G G C9 D G <chorus_2> G C9 D G Emin7 C9 D G G C9 D G Emin7 C9 D G <bridge_1> Amin7 G C9 Amin7 G C9 <instrumental_2> G C9 D G <chorus_3> G C9 D G Emin7 C9 D G G C9 D G Emin7 C9 D G <instrumental_3> G C9 D G <bridge_2> Emin7 C9 D G <instrumental_4> G C9 D G <bridge_3> Emin7 C9 <instrumental_5> D G G C9 D G <bridge_4> Emin7 C9 D G <instrumental_6> G C9 D G <bridge_5> Emin7 C9 D G,2002,jazz,163
27505,<intro_1> E G E G E G E G A E G E G D A G E G E G E G E G E G A E G E G D A G E G E <verse_1> E E G E E E G E <interlude_1> G E G E G E G A E G E G D A G E G E <verse_2> D E G E D E G E G A C A <chorus_1> E D A B A G A G E D A B A G A G E <interlude_2> G E G E G E G A E G E G D A G E G E <verse_3> D E G E D E G E G A C A <chorus_2> E D A B A G A G E D A B A G A G E D A B A G A G E <outro_1> G E G E G E G A E G E G D A G E G E G E G E G E G A E G E G D A G E G E,2007-08-21,jazz,192
27948,<intro_1> G A Bmin D G A Fsmin <chorus_1> Bmin A G A Bmin D G A Fsmin Bmin A G A Bmin D G A Fsmin <verse_1> Bmin A G A Bmin D G A Fsmin Bmin A G A Bmin D G <chorus_2> A Fsmin G A Bmin D G A Fsmin Bmin A G A Bmin D G A Fsmin <chorus_3> Bmin A G A Bmin D G A Fsmin G A Bmin D G A Fsmin <verse_2> Bmin A G A Bmin D G A Fsmin Bmin A G A Bmin D G <chorus_4> A Fsmin G A Bmin D G A Fsmin Bmin A G A Bmin D G A Fsmin <bridge_1> Bmin A G Bmin <chorus_5> G A Bmin D G A Fsmin Bmin A G A Bmin D G A Fsmin Bmin A G <outro_1> A Bmin D G A Fsmin Asus4 D,2017-06-30,electronic,150
29144,<chorus_1> A C G D A C G D A C G D A C G D <verse_1> A C G D A C G D A C G D A C G D <chorus_2> A C G D A C G D A C G D A C G D <verse_2> A C G D A C G D A C G D A C G D Asus4 C G D Asus4 C G E <verse_3> A C G D A C G D A C G D A C G D <chorus_3> A C G D A C G D A C G D A C G D Asus4 C G D <chorus_4> A C G D A C G D A C G D A C G D,2015-02-23,electronic,131
29229,<intro_1> G C G C G C G C <verse_1> G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C <chorus_1> D G C G C G C G C G C <verse_2> G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C D G C G C G C G C G C <verse_3> G C G C G C G C G C G C G C G C <bridge_1> G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C D G C <outro_1> G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G,2023-01-13,country,227
29318,<intro_1> Emin C G D Emin C <verse_1> G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G <chorus_1> Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G <verse_2> D Emin C G D Emin C G D Emin C G D Emin C G D Emin <chorus_2> C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin <bridge_1> C G D Emin C G D Emin C G D Emin C G D <chorus_3> Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D G,2018-05-18,electronic,171
29962,<chorus_1> E A E B E A E B E A E B E A E B E <verse_1> A E B E B E <chorus_2> A E B E A E B E <verse_2> A E B E A E B E <chorus_3> A E B E A E B E <verse_3> A E B E A E A E B E <chorus_4> A E B E A E B E <verse_4> A E B E A E A E A E B E <chorus_5> A E B E A E B E <verse_5> A E B E A E A E A E A E B E <chorus_6> A E B E A E B E <verse_6> A E B E A E A E A E A E A E B E <chorus_7> A E B E A E B E A E B E A E B E <verse_7> A E B E A E A E A E A E A E A E B E <chorus_8> A E B E A E B E <verse_8> A E B E A E A E A E A E A E A E A E B E <chorus_9> A E B E A E B E <verse_9> A E B E A E A E A E A E A E A E A E A E B E <chorus_10> A E B E A E B E A E B E A E A E A E A E A E A E A E A E A E B E <chorus_11> A E B E A E B E,2012-11-01,rock,275
30970,<intro_1> Emin G C A Emin G C A <verse_1> Emin A D B Emin A D B Emin A D B Emin A D B Emin A D B Emin A D B Emin A D B Emin A D B <bridge_1> Emin A D B Emin A D B Emin A D B Emin A D B Emin A D B Emin A D B <chorus_1> Emin C Fsmin B Emin C Fsmin B <bridge_2> Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B <chorus_2> Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B <instrumental_1> Emin G C A D Emin G C A <intro_2> Emin G C A Emin G C A <bridge_3> Emin A D B Emin A D B <chorus_3> Emin C Fsmin B Emin C Fsmin B <verse_2> Emin A D B Emin A D B Emin A D B Emin A D B <chorus_4> Emin C Fsmin B <bridge_4> Emin C Fsmin B Emin C Fsmin B <verse_3> Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B <chorus_5> Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B <chorus_6> Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B Emin C Fsmin B,2022-05-27,alternative,237
31651,<intro_1> G Gadd13 G Emin Emin7 Emin Amin7 Amin11 Amin7 D Dsus4 D G Gadd13 G Emin Emin7 Emin Amin7 Amin11 Amin7 D Dsus4 D <bridge_1> G Gadd13 G Emin Emin7 Emin Amin7 Amin11 Amin7 D Dsus4 D G Gadd13 G Emin Emin7 Emin Amin7 Amin11 Amin7 D Dsus4 D <verse_1> G Emin Amin7 D Dsus4 D G Emin Amin7 D Dsus4 D G Emin Amin7 D Dsus4 D G Emin C D Dsus4 D G Gadd13 C D Dsus4 D <verse_2> G Emin Amin D Dsus4 D G Emin Amin7 D Dsus4 D G Emin Amin7 D G C G7 <chorus_1> C C G Gadd13 G C Cmin C A Amin D Dsus4 D <verse_3> G Emin Amin D Dsus4 D G Emin Amin7 D Dsus4 D G Emin Amin7 D G <bridge_2> Gadd13 G Emin Emin7 Emin Amin7 Amin11 Amin7 D Dsus4 D G Gadd13 G Emin Emin7 Emin Amin7 Amin11 Amin7 D Dsus4 D G Gadd13,1996-01-01,jazz,159
31839,<intro_1> C G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C <chorus_1> G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C <verse_1> G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C <chorus_2> G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C <verse_2> G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin Dmin Amin C G Dmin Amin C <chorus_3> G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C <intro_2> G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C <chorus_4> G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin,2016-03-16,rap,166
